,full_text,username,Kategori,created_at,tweet_english
1515,erwien0553 etro tv ibran tweet akiminow niesbaswedan berulll,YulinYulinhidin,Cawapres,Mon Dec 25 11:23:57 +0000 2023,Erwien 0553 Metro TV Gibran Tweet Akiminow Anisbaswedan Berulll
1516,emudapemudiiii ydyaa2 iyai marufamin ibran tweet cek fakta dlu makanya goblokkk yang video siapa yang sungkem siapa jadi buzzer emg bego sih tp begonya jangan embat smua kali,kreel97,Cawapres,Mon Dec 25 11:23:41 +0000 2023,"Emudapemudiiiiiiiii yaiiiiiii Ibran Ibran Tweet Check the Facts, so the Goblokkk video who is the one who is a buzzer is the stupid"
1517,y zy its me okowi rabowo ibran tweet spt negara milik jokowi,BapakePaki,Cawapres,Mon Dec 25 11:23:38 +0000 2023,yz y it's me jokowi prabowo gibran tweet like Jokowi's country
1518,y zy its me okowi rabowo ibran tweet kang cebok pantat kuda,Cuknan3,Cawapres,Mon Dec 25 11:23:33 +0000 2023,y zy its me okowi rabowo ibran tweet kang kang hipput ass
1519,gibran bikin solo hebat cak imin kayaknya sibuk nyari hati dunia politik opiblack65,dewimustikaaaaa,Cawapres,Mon Dec 25 11:23:28 +0000 2023,Gibran makes the great solo Cak Imin seems busy looking for the heart of the political world opiblack65
1520,nzt6 nakkampoeng78 ightsummerrr irdopgarap tsmysealf 00juta ibran tweet dih nyambung bocah,reski_kyy,Cawapres,Mon Dec 25 11:23:23 +0000 2023,NZT6 Nakkampoeng78 IGHTSUMMERRRRRRRRRRRRAPS TSMYSEALF 00 million Ibran Tweet is connected to a boy
1521,egblgnunfaedh generasi gibran nih,FooLitik,Cawapres,Mon Dec 25 11:23:22 +0000 2023,EGBLGNUNFAEDH GIBRAN GENERATION
1522,aredokleunca rabowo ibran tweet maakkk coba urang mau nanya klo pememenipu ngumpetnya bali ato lombok gmna y nangkep ayamnya kt penyidik mau tangkep klo udh balik jkt lahh klo ga balik2 amp ngendoonn bali terusss gmnaa cobaaa berikan urang sedikiittt pencerahan nasional,Yattie2023,Cawapres,Mon Dec 25 11:23:18 +0000 2023,"Aredocleunca Rabowo Ibran Tweet Maakkk Try to Urang Want to ask if you are cheering in Bali or Lombok, how about the chicken, the investigator wants to be able to tange."
1523,asbil lbs ibran tweet tetep anies baswedan presiden indonesia jokowi janji jokowi terealisasi semua berakhir dgn indah gak gagal,Nawar1933,Cawapres,Mon Dec 25 11:23:11 +0000 2023,Asbil lbs ibran tweet still anies baswedan Indonesian president jokowi promise jokowi is realized all ended beautifully not failed
1524,prabowo gibran buruh jepara solid satu suara dekade08,yuliaaanidiya_,Cawapres,Mon Dec 25 11:23:07 +0000 2023,Prabowo Gibran Jepara Labor Solid One Decade08
1525,r4sssss oko maryadi ibran tweet wkakaka sekandng iq inginnyet mengajak memilih masuk kandang wakkakak,Dimasjoko12,Cawapres,Mon Dec 25 11:23:06 +0000 2023,r4sssss oko maryadi ibran tweet wkakaka as well as iq want to invite to choose to enter the cage
1526,atuakrajoangek catatan gibran bukan wakil anak muda wakil perompak konstitusi ga usah bawa anak muda deh geli,Badbee131,Cawapres,Mon Dec 25 11:23:00 +0000 2023,"Datuakrajoangek Gibran's note is not a representative of the young people of the constitutional pirates, you don't need to bring young people"
1527,cawapres noinginr urut 2 gibran rakabuming mengaku baru mengetahui debat kedua masing masing calon membawa contekan yang dimaksud gibran pada sesi penutup closing statement,tribunmedan,Cawapres,Mon Dec 25 11:22:59 +0000 2023,Vice President Noinginr sequence 2 Gibran Rakabuming admitted that he only knew the debate of the two candidates carrying the cheat sheet referred to by Gibran in the closing closing statement session
1528,ibran tweet oinginngannya ngedabrus pagi tahu sore tempe urus dagangan martabaknya aja bangkrut padahal sdh ditopang ingindal milyaran entah mana uangnya mau buka 19 jt lapangan kerja cukup dibohongi bpknya masa msh mau dibohongi anaknya gak jelas,AdamW4hid,Cawapres,Mon Dec 25 11:22:52 +0000 2023,"Ibran tweet oh his wishing morning knowing that the evening tempeh is the merchandise of the martabak, even though it has been supported by billions"
1529,orang dr sekian banyak penduduk nkri meragukan kemampuanmu ibran tweet setelah debat kemarin gw gak percaya tampil anda,SOERYAW4DI,Cawapres,Mon Dec 25 11:22:52 +0000 2023,People of the many residents of the Republic of Indonesia doubt your ability Gibran Tweet after the debate yesterday I didn't believe in your appearance
1530,solo jadi primadona jakarta malah jadi bahan sindiran cak imin baca dong petunjuknya gibran iraafniamalia,sarwendahprmst,Cawapres,Mon Dec 25 11:22:51 +0000 2023,"Solo became the prima donna of Jakarta instead it became a satire material for Cak Imin to read the instructions, Gibran Iraafniamalia"
1531,ofiramli obadyyy mer7211 kerengge minum kencing sendiri yang berpusing pusing,DeathtoKoruptor,Cawapres,Mon Dec 25 11:22:47 +0000 2023,ofiramli Obadyyy Mer7211 Kadengge Drinking Dizzy Dizziness
1532,gibran solo kece cak imin jakarta malah kacau tresnowat1,ibrahim_duhai,Cawapres,Mon Dec 25 11:22:42 +0000 2023,Gibran Solo Kece Cak IMIN Jakarta Even chaotic Tresnowat1
1533,gibran membuktikan solo lebih bersinar jakarta prestasinya luar biasa steh 28,nanabanjaskud,Cawapres,Mon Dec 25 11:22:38 +0000 2023,"Gibran proves that Solo is more shining in Jakarta, his achievements are extraordinary, Steh 28"
1534,s parsito kirain ayah gibran,DaengGalon,Cawapres,Mon Dec 25 11:22:37 +0000 2023,S PARSITO KIAIN Father Gibran
1535,gibran solo ekonomi melonjak cak imin mana endy akbar02,pipitsafitriiii,Cawapres,Mon Dec 25 11:22:36 +0000 2023,Gibran Solo Economy jumped Cak Imin where Endy Akbar02
1536,gibran sukses membawa solo puncak jakarta jateng tahu arah bawah muhaimin ianzyz,fajarlintangggg,Cawapres,Mon Dec 25 11:22:34 +0000 2023,Gibran Sukses Bringing Solo Puncak Jakarta Central Java Knowing the Lower direction of Muhaimin Ianzyz
1537,apresiasi debat cawapres relawan pandawa lima gibran mampu bersaing,KompasTV,Cawapres,Mon Dec 25 11:22:33 +0000 2023,appreciation of the vice presidential debate of the Pandawa Lima Volunteer Gibran is able to compete
1538,solo berjaya gibran memimpin cerdas sayangnya cak imin gagal mengukir prestasi mungkin lebih cocok jadi penonton oelhayat,heni_asmara6,Cawapres,Mon Dec 25 11:22:32 +0000 2023,Solo Berjaya Gibran Leading Smart Unfortunately Cak Imin failed to carve out achievements might be more suitable to be an audience of Oelhayat
1539,gibran berhasil solo jadi pusat perhatian cak imin mungkin perlu introspeksi diri mengejar ketertinggalannya lmagentia369,egi_sutrisno,Cawapres,Mon Dec 25 11:22:28 +0000 2023,Gibran Successfully Solo so the center of attention of Cak Imin may need self -introspection to catch up with lmagentia369
1540,gibran membuktikan kepintarannya solo bersinar lebih jakarta jateng cak imin sepertinya lebih serius bekerja tj17320,umiika4321,Cawapres,Mon Dec 25 11:22:26 +0000 2023,Gibran proves that its intelligence Solo shines more than Jakarta Central Java Cak Imin seems more serious in working TJ17320
1541,aramitha234 ibran tweet cc ibran tweet anda benar berbohong cek data lengkap baru jadi cawapres aja sdh berbohong rakyat,Natan3148,Cawapres,Mon Dec 25 11:22:25 +0000 2023,"Paramitha 234 Gibran Tweet CC Gibran Tweet You are really lying to check the complete data, just a vice president, just lying to the people"
1542,gibran bikin solo eksis cak imin kayaknya sibuk nyari hiburan dunia politik kri ntbsasambo,AngelTriPu84,Cawapres,Mon Dec 25 11:22:25 +0000 2023,Gibran makes Solo exist Cak Imin seems busy looking for the entertainment of the political world KRI NTBSASAMBO
1543,solo bersyukur punya gibran jakarta jateng perlu perbaikan besar urtadhoroy,IlyasSumanto,Cawapres,Mon Dec 25 11:22:25 +0000 2023,Solo is grateful to have Gibran Jakarta Central Java needs a big improvement Urtadhoroy
1544,gibran bikin solo lebih maju cak imin di belakang apa iglio delsole,RiskiGunaw31076,Cawapres,Mon Dec 25 11:22:25 +0000 2023,Gibran makes Solo more advanced Cak Imin behind what Iglio Delsole
1545,ibran tweet haram mengucapkan selamat hari natal,sebutsaja_budi,Cawapres,Mon Dec 25 11:22:23 +0000 2023,Ibran Tweet Haram wishes Merry Christmas
1546,prabowo gibran mencuri perhatian airlangga serukan satu putaran dekade08,MelatiJelita5,Cawapres,Mon Dec 25 11:22:15 +0000 2023,Prabowo Gibran stole the attention of Airlangga called one round of decade08
1547,gibran bikin solo hebat muhaimin bikin hebatnya kekecewaan zanbung3,romlahsiti_,Cawapres,Mon Dec 25 11:22:13 +0000 2023,Gibran made a great solo Muhaimin making the great disappointment of zanbung3
1548,irantiereal revolusi mental nawacita ingindus jokowi dilanjutkan gibran n geinginy doa hamba termiskin dikabulkan seinginga inginoooooodar mampussssssss,HadiKusnul68889,Cawapres,Mon Dec 25 11:21:58 +0000 2023,Irantiereal Mental Revolution Nawacita Iingindus Jokowi followed by Gibran n Geiny Prayer of the poorest servant was granted as well as wantoooooooodar mampussssssss
1549,sih tapi semua sarjana hukum sekarang ling lung kejadian putusan mk meloloskan gibran samsul,Paltiwest,Cawapres,Mon Dec 25 11:21:54 +0000 2023,"anyway, but all law scholars are now ling the Constitutional Court's decision to pass Gibran Samsul"
1550,ompastv saran prof ohmahfudmd besok klo mau pake gaya gibran gini jgn google takutnya memang ada pembisik dunia tar tim dunia lainnya googling,carcur1209,Cawapres,Mon Dec 25 11:21:43 +0000 2023,"KOMPASTV Suggestions Prof. Mahfud MD tomorrow if you want to use the Gibran style, don't go, Google is afraid that there will be a worldwide world of other world teams googling"
1551,abehaldoaje135 ibran tweet makasih beh ikut proinginsiin mas gibran sering2lah baca judulnya aja gak penting isinya tulisannya bahasa inggris,PRAPAG_KIDUL,Cawapres,Mon Dec 25 11:21:42 +0000 2023,ABEHALDOAJE135 IBRAN TWEET Thanks Beh joining proinSiin Mas Gibran often read the title.
1552,misteri suara perempuan berbisik gibran debat ketahuan curang via outube,SAFANews3,Cawapres,Mon Dec 25 11:21:41 +0000 2023,The mystery of the sound of a woman whispered gibran the debate was caught cheating on YouTube
1553,riankhrisna cak imin panutan anak smp gak pernah belajar pas ujian semester cukup beringindal tawakal gibran ibarat anak pindahan smp swasta ambis plus sama mamanya dikasih pelajaran tambahan guru les datang rumah kuinginn,myIyfe,Cawapres,Mon Dec 25 11:21:39 +0000 2023,"Riankhrisna cak imin polestation of junior high school kids never studied when the semester exams are sufficient to live, tawakal gibran is like a transfer of ambis private junior high school plus his mother is given additional lessons for tutors to come home."
1554,jatfnr21 aniarsim oktertifa rmtroysuryo1 ibran tweet pu id okowi cerdas maki2 nya,eko_muammar,Cawapres,Mon Dec 25 11:21:37 +0000 2023,Jatfnr21 Aniarsim Oktetifa RmtroySuryo1 Ibran Tweet PU id okowi smart maki2
1555,kerenlah aliansi buruh jepara nobar prabowo gibran dekade08,diahmhran1,Cawapres,Mon Dec 25 11:21:24 +0000 2023,Cool Jepara Labor Alliance Nobar Prabowo Gibran Decade08
1556,cak imin senggol proyek gibran solo daftarnya,cnbcindonesia,Cawapres,Mon Dec 25 11:21:18 +0000 2023,Cak Imin Senggol Project Gibran Solo The list
1557,tkn prabowo gibran sebut dua logam ditemukan tubuh relawan ditembak,hariini2023,Cawapres,Mon Dec 25 11:21:16 +0000 2023,TKN Prabowo Gibran Called Two Metals Found the Volunteer Body Shot
1558,etikcom gibran cocok bgt jd kang siomay,ROktasafit1631,Cawapres,Mon Dec 25 11:21:12 +0000 2023,Etikcom Gibran is very suitable for Kang Siomay
1559,kronologi relawan prabowo gibran ditembak madura,Dietgirlprobzz,Cawapres,Mon Dec 25 11:20:57 +0000 2023,Chronology of Volunteers Prabowo Gibran Shot by Madura
1560,gibran berhasil cak imin mencari cari alasan niesindonesia,ratna_pamela,Cawapres,Mon Dec 25 11:20:55 +0000 2023,Gibran Successfully Cak Imin looking for NiesIndonesia Reasons
1561,ahrihamzah klo pilih si gibran ntar dilanjut anaknya cucunya sampai israel palestina saling berpelukan ndasmu elek om,jojorivai,Cawapres,Mon Dec 25 11:20:50 +0000 2023,"Fahri Hamzah, if you choose the Gibran, followed by his children, his grandchildren until Israel Palestine hugged each other"
1562,keyakinan tinggi tkd indramayu yakin prabowo gibran pemimpin visioner dekade08,NazwaCantikaa,Cawapres,Mon Dec 25 11:20:50 +0000 2023,TKD Indramayu's High Confidence Confident Prabowo Gibran Visionary Leader Dekade08
1563,agimandeep212 kasihan kaum sapiteng ga bahasa inggris padahal judul memuji debat gibran bilang gibran sukses membersihkan dirinya fitnah di berikan kaum sapiteng selama ke gibran,tekarok007,Cawapres,Mon Dec 25 11:20:44 +0000 2023,Wagimandeep212 Pity the people of not English even though the title praising the Gibran debate said Gibran was successful in cleaning themselves slander given by the Sapiteng during Gibran
1564,re inismyname ibran tweet 9propaganda eeksixsuck engkeldodo 4p4b0w0 2024 dons back urawa lorieliciouss ank joee angsayangsujud lie fahnoor suka suka pemerataan menjadi masalah serius negeri termasuk pemerataan akses politik bagaimana mana mungkin negeri berpenduduk noinginr 4 terbanyak dunia lebih 275 juta calon pemimpin masih sangat terbatas,tanambaik,Cawapres,Mon Dec 25 11:20:42 +0000 2023,Re Inismyname Ibran Tweet 9Propaganda EKEKSUKKKKELDODO 4P4B0W0 2024 Dons Back Urawa Lorieliciouss Ank Joee Angsayangsuncu Lie Fahnoor likes to equalize the country including equitable political access to how possible
1565,mulai cemas debat capres cawapres merosot nilainya gibran mempertontonkannya,ariadyachmad2,Cawapres,Mon Dec 25 11:20:41 +0000 2023,Started to worry about the vice presidential candidate debate down the value of Gibran showing it
1566,seru abis prabowo gibran disambut meriah aliansi buruh jepara dekade08,tasrikajuniyati,Cawapres,Mon Dec 25 11:20:41 +0000 2023,exclaimed Abis Prabowo Gibran was welcomed
1567,gibran suksesin solo cak imin kayaknya butuh gps politik sari68,sitimaisarohhh_,Cawapres,Mon Dec 25 11:20:39 +0000 2023,Gibran Successine Solo Cak Imin seems to need GPS Political Sari68
1568,arahichsan paham analogi gibran jumlah wp nya ditambah kebon nya diperluas binatangnya digemukkan pajak per wp dinaikkan prtanyaan anda termasuk binatang mana sudah kebon binatang akan dijadikan binatang jd binatang akan digemukkan,ParisNonik,Cawapres,Mon Dec 25 11:20:39 +0000 2023,Arahichsan Understanding Gibran Analogy The number of WP plus the kebon is expanded by animals that are fattened to tax per wp.
1569,r4sssss entangnegeri ibran pengagumnya iq maksimal 70 wkakakkaka sekandang inginnyet semua,Dimasjoko12,Cawapres,Mon Dec 25 11:20:33 +0000 2023,R4sssss Entangnegeri IQ IQ Maximum 70 time
1570,cyberproj0 ibran tweet rabowo udimuni98 andoko2411 rojo pusat ngguyu ae lah kontrovesi mergo iso ngerubah konstitusi mergo anak pak lurah pas debat pakai bisikan goib,Rian080815,Cawapres,Mon Dec 25 11:20:33 +0000 2023,Cyberproj0 Gibran Tweet Prabowo Udimuni 98 Andoko 2411 Rojo Center NgGuyu AE is the controversy of Mergo Iso to change the constitution of the Mergo Children of the Lurah when the debate uses a Goib whisper
1571,kalo gibran jadi bupati solo lebih keren daripada jakarta mungkin cak imin kursus dulu irvandarwin1,kirundarnoso,Cawapres,Mon Dec 25 11:20:29 +0000 2023,"If Gibran becomes the Regent of Solo is cooler than Jakarta, maybe Cak Imin, the course, Irvandarwin1"
1572,gibran lebih jago muhaimin solo jadi contoh sukses jakarta jateng kesulitan bersaing heeagle ben,tatisuharti01,Cawapres,Mon Dec 25 11:20:29 +0000 2023,"Gibran is better at Muhaimin Solo, so an example of success in Jakarta Central Java has difficulty competing Heeagle Ben"
1573,gibran bikin solo kekinian cak imin kayaknya nyari jalan tol sukses ulyono07704872,pujianti_yunita,Cawapres,Mon Dec 25 11:20:28 +0000 2023,Gibran makes the current solo Cak Imin seems to find a successful toll road Ulyono07704872
1574,gibran membuktikan solo lebih maju muhaimin apa dia buktikan selama roer68355792,astutindriani,Cawapres,Mon Dec 25 11:20:23 +0000 2023,Gibran proved that Solo was more advanced Muhaimin what he proved during Roer68355792
1575,gibran bikin solo jadi pusat perhatian cak imin kayaknya sibuk nyari rumah kawasan politik ephilaxmus,rusminurbaedah,Cawapres,Mon Dec 25 11:20:22 +0000 2023,Gibran makes Solo the center of attention Cak Imin seems busy looking for the house of the political area of Ephilaxmus
1576,gibran ekonomi solo melesat muhaimin ekonomi apa yang ngebut um atkliwon,andoro_joko,Cawapres,Mon Dec 25 11:20:20 +0000 2023,Gibran Economy Solo shot what economics is speeding
1577,gibran memberikan warna baru solo jakarta jateng hitam putih era muhaimin indybexter,bundamarianti,Cawapres,Mon Dec 25 11:20:18 +0000 2023,Gibran gives a new color Solo Jakarta Jateng Black and White Era Muhaimin Indybexter
1578,gibran bikin solo bersinar muhaimin jakarta jateng cuma bikin kecewa ightywar3,AchmadSuneng,Cawapres,Mon Dec 25 11:20:18 +0000 2023,Gibran Makes Solo Shining Muhaimin Jakarta Central Java just makes Ightywar disappointed
1579,gibran sukses muhaimin sukses bikin bingung endra arief80,budiatmaja_aa,Cawapres,Mon Dec 25 11:20:18 +0000 2023,Gibran Success Muhaimin Successfully made confusion endra Arief80
1580,gibran berhasil solo lebih maju jakarta jateng cak imin sepertinya lebih serius bekerja mj jenggot,wibowo_har,Cawapres,Mon Dec 25 11:20:17 +0000 2023,Gibran Successfully Solo more advanced Jakarta Central Java Cak Imin seems more serious in working MJ beard
1581,edynurpalakka ibran tweet hilirisasi apa produk industri digital sektor hulu apa yang mau dibikin di hilir apa sektor antaranya asmang,AwangSancaka,Cawapres,Mon Dec 25 11:20:16 +0000 2023,Edi Nur Palakka Gibran Tweet Hilirization What Digital Industry Products The upstream sector do you want to downstream what sectors are Asmang
1582,solo hebat berkat gibran jakarta jateng ada perubahan positif era muhaimin angkahanies,irawanjamaludin,Cawapres,Mon Dec 25 11:20:15 +0000 2023,Great Solo Thanks to Gibran Jakarta Central Java there is a positive change in the Muhaimin Angkahanies era
1583,gibran bikin solo jadi hebat muhaimin bikin hati miris rikandi sunda,wawanwahyudi05,Cawapres,Mon Dec 25 11:20:14 +0000 2023,Gibran makes Solo so great Muhaimin makes a sad heart Rikandi Sundanese
1584,ydyaa2 omychandra21 ibran tweet okowi siapa mengancam keselamatanmu kritik gibran dik sebut nama tidak jadi fitnah,PartaiSocmed,Cawapres,Mon Dec 25 11:20:12 +0000 2023,ydyaa2 Mychandra21 ibran tweet okowi who threatens your safety criticism Gibran is called the name not to be slander
1585,artaisocmed makanya cak imin minta tips and trik gibran bisa deal2an ama arab bangun itu solo gratis,terangijiwa,Cawapres,Mon Dec 25 11:20:11 +0000 2023,"artaisocmed, that's why Cak Imin asked for tips and tricks for Gibran, you can deal with Arabic Arabs, Solo is free"
1586,bran gibran yok opo pendapate awak e peno sego goreng iwak endog pean arep ta iwak endog opo iwak empang mujair kutuk lele gurame,rudymuhammadmm,Cawapres,Mon Dec 25 11:20:11 +0000 2023,BRAN GIBRAN YOK OPO OPO CAWA EMO EGO FRIED IWAK ENDOG PEAN AREP TA IWAK ENDOG OPO IWAK EMPANG MUJAIR CUTE CATE
1587,ambangmulyonoo pendukung jokowi dulu pilih pdi jokowi tahun pilih prabowo gibran jokowi pastinya saya tak pilih pdi karena jokowi,darma9090,Cawapres,Mon Dec 25 11:20:08 +0000 2023,The Ambangmulyonoo Supporter Jokowi Choose PDI Jokowi Year Choose Prabowo Gibran Jokowi I certainly did not choose PDI because Jokowi
1588,etikcom mending turuu kasian matalu gibran,Dina1473291,Cawapres,Mon Dec 25 11:20:07 +0000 2023,detikcom mending rough or gibran
1589,duh mahfud md ternyata pernah langgar etika jadi ketua mk,azisasalam92095,Cawapres,Mon Dec 25 11:20:05 +0000 2023,Duh Mahfud MD apparently had violated ethics to become the chairman of the Constitutional Court
1590,yokback emang beritanya gitu ibran tweet,snowy_icebear,Cawapres,Mon Dec 25 11:20:03 +0000 2023,Uyokback is the news that Gibran Tweet
1591,lantik pedhet2 rabowo ibran tweet sesuai wangsit eyang prabu siliwangi tetap prabowo gibran memimpin indonesia,GrahaWalan6302,Cawapres,Mon Dec 25 11:19:47 +0000 2023,Inaugurated Pedhet2 Rabowo Ibran Tweet according to Wangsit Eyang Prabu Siliwangi remains Prabowo Gibran leads Indonesia
1592,ibran tweet egk kok mas alam memang sopan santun nya bagus mas gibran lebih bagus,Kak_DavidAo,Cawapres,Mon Dec 25 11:19:46 +0000 2023,"ibran tweet egk how come the natural manners are good, bro, gibran is better"
1593,komandan tim komunikasi tkn prabowo gibran budisatrio djiwandono ungkap masyarakat kalimantan menyambut gembira ikn,kumparan,Cawapres,Mon Dec 25 11:19:35 +0000 2023,Commander of the TKN Communication Team Prabowo Gibran Budisatrio Djiwandono revealed the people of Kalimantan welcomed IKN
1594,baru aja kemaren ngebatin website nya amin baguus banget mulai susunan informasinya colour brand nya uiux nya terus bandingin punya sebelah kok ngga nemu punya pak prabowo gibran ada tau,ammanah,Cawapres,Mon Dec 25 11:19:26 +0000 2023,"Just yesterday, I watched the website, I really started the composition of the information, the color brand Uiux continued to compare, how come I didn't find Pak Prabowo Gibran."
1595,duh mahfud md ternyata pernah langgar etika jadi ketua mk,azisasrull95200,Cawapres,Mon Dec 25 11:19:13 +0000 2023,Duh Mahfud MD apparently had violated ethics to become the chairman of the Constitutional Court
1596,eingincrazymedia sulit menemukan substansi kecerdasan argumen gibran terasa sangat minim pemahaman analisis,MellaKinaz,Cawapres,Mon Dec 25 11:19:09 +0000 2023,"I have difficulty finding the substance of the intelligence of Gibran's argument, it feels very minimal in understanding the analysis"
1597,ongandah yang paling sedikit mudaratnya gibran eaaaaaa,dbyuda,Cawapres,Mon Dec 25 11:19:07 +0000 2023,"Ongandah, the least mudharat gibran aaaaaaa"
1598,gibran dituduh pakai contekan debat cawapres ganjar juga tanya kok banyak sekali alatnya lewat ribunnews,MuzakkirIs47884,Cawapres,Mon Dec 25 11:19:00 +0000 2023,Gibran was accused of using a lounge of Vice President's debate Ganjar also asked how many tools through Ribunnews
1599,anjing bukan menu ibran tweet okowi ogdefenders nimaldefenders,anjinxkampunx,Cawapres,Mon Dec 25 11:18:57 +0000 2023,Dogs are not the Gibran Tweet Jokowi Defenders Nimal Defenders menu
1600,yan fighter7 dua alasan sangat prinsip saya mendukung gibran 1 menggunakan tangan paman merubah konstitusi meloloskannya maju jadi cawapres cacat etika 2 cukup pengalaman,sampandi,Cawapres,Mon Dec 25 11:18:56 +0000 2023,Yan Fighter7 Two Reasons Very Principles I support Gibran 1 using Uncle's hand to change the constitution to pass it forward to vice president ethics 2 is sufficient experience
1601,weekend kalian rek,griyabacaku,Cawapres,Mon Dec 25 11:18:54 +0000 2023,your weekend account
1602,ganjar mahfud membuktikan kepemimpinan sukses tergantung popularitas semata iaociaotok,gbrnrmdannn,Cawapres,Mon Dec 25 11:18:51 +0000 2023,Ganjar Mahfud proves that the leadership of success depends on the popularity of the Jiaociaotok only
1603,ki23 ibran tweet arkosun andai gibran bukan anak pak lurah,win_ardie,Cawapres,Mon Dec 25 11:18:47 +0000 2023,UKI23 Gibran Twitter Narcotics If Gibran is not the son of the Lurah
1604,niesbaswedan sesuai wangsit eyang prabu siliwangi tetap prabowo gibran akan memimpin indonesia,GrahaWalan6302,Cawapres,Mon Dec 25 11:18:46 +0000 2023,Niesbaswedan according to Wangsit Eyang Prabu Siliwangi remains Prabowo Gibran will lead Indonesia
1605,gibran bikin solo hebat muhaimin bikin kekecewaan terus menerus h siregarxix,PujiAst69,Cawapres,Mon Dec 25 11:18:38 +0000 2023,Gibran made a great solo Muhaimin making the continuous disappointment H Siregarxix
1606,buruh yakin prabowo gibran menang putaran pertama dekade08,daffarudal21,Cawapres,Mon Dec 25 11:18:38 +0000 2023,Workers believe Prabowo Gibran wins the first round of decade08
1607,duh mahfud md ternyata pernah langgar etika jadi ketua mk,sakitanwar50892,Cawapres,Mon Dec 25 11:18:24 +0000 2023,Duh Mahfud MD apparently had violated ethics to become the chairman of the Constitutional Court
1608,urawa hus kuwalat lo om urawa pak mahfud sedang sakit doakan sama2 biar cepat sembuh debat 2 cawapres berlangsung bilang aja mas ibran tweet di debat 2 ngalah kasian tu orang tua kebanting harga dirinya asal lo tau om sakitnya tu disini,Topan28280238,Cawapres,Mon Dec 25 11:18:23 +0000 2023,"Urawa Hus Kuwallat Lo Om Urawa Pak Mahfud is sick, pray for the same so that it will recover the debate of 2 vice presidential candidates, just say Mas Ibran Tweet in Debate 2 Ngalah Kasian Tu Tu Parents Singing Pride as long as you know the pain here"
1609,solo bersinar jakarta jateng nampaknya perlu kursus sama gibran nvestorgabut,iinkartimah34,Cawapres,Mon Dec 25 11:18:22 +0000 2023,Solo Shining Jakarta Central Java seems to need a course with Gibran Nvestorgabut
1610,surabaya madura meriah airlangga yakinkan prabowo gibran dekade08,rafifknzoo,Cawapres,Mon Dec 25 11:18:21 +0000 2023,Surabaya Madura Meriah Airlangga Convinced Prabowo Gibran Dekade08
1611,prabowo 1 program 450 triliun ganjar 21 program 506 triliun melihat sini pasangan ganjar mahfud kalah telak pasangan prabowo gibran bagaimana tata kelola menghamburkan duit rakyat payah,WagimanDeep212_,Cawapres,Mon Dec 25 11:18:18 +0000 2023,Prabowo 1 Program 450 Trillion Ganjar 21 Programs 506 Trillion Seeing Here the pair Ganjar Mahfud lost a landslide pair Prabowo Gibran how governance was scattering people's money bad
1612,gibran membuktikan solo lebih berkembang muhaimin apa buktinya toinginsetyok4ila,jamiluddin_remi,Cawapres,Mon Dec 25 11:18:17 +0000 2023,Gibran proves that Solo is more developed Muhaimin what is the proof
1613,gibran bikin solo eksis cak imin kayaknya sibuk nyari noinginr urut pemilu politik awhariaria,wenisolihat20,Cawapres,Mon Dec 25 11:18:16 +0000 2023,"Gibran makes Solo exist, Cak Imin, I think it's busy looking for noining."
1614,solo makin maju terima kasih gibran jakarta jateng menunggu terobosan era muhaimin as awokawok,edna_wati,Cawapres,Mon Dec 25 11:18:15 +0000 2023,"Solo is more advanced, thank you Gibran Jakarta Central Java waiting for the breakthrough of the Muhaimin As Awokawok era"
1615,gibran bikin solo hebat cak imin mungkin sibuk mencari inspirasi politik tempat salah ekadinginrello,AdiwangsaRaden,Cawapres,Mon Dec 25 11:18:14 +0000 2023,Gibran makes the great solo Cak Imin might be busy looking for political inspiration where EkadinginRello is wrong
1616,gibran berhasil membuat solo lebih maju muhaimin berhasil membuat kekecewaan terus menerus anusiundins,martuasahid,Cawapres,Mon Dec 25 11:18:14 +0000 2023,Gibran succeeded in making Solo more advanced Muhaimin succeeded in making disappointment continuously Anusundins
1617,gibran solo berhasil jakarta jateng tergoyang cak imin sepertinya perlu mengevaluasi strategi kepemimpinannya utragaruda27,SaepulAbdu,Cawapres,Mon Dec 25 11:18:14 +0000 2023,Gibran Solo Successfully Jakarta Central Java Swayed Cak Imin seems to be evaluating his leadership strategy Utragaruda27
1618,gibran bikin solo hebat cak imin kayaknya belajar nge fly politik non sialan,tijahsripuadah,Cawapres,Mon Dec 25 11:18:14 +0000 2023,Gibran makes the great solo Cak Imin seems to learn to fly non -damn politics
1619,gibran bikin solo kekinian cak imin kayaknya sibuk nyari kendaraan politik sp id,WinaMuratih,Cawapres,Mon Dec 25 11:18:12 +0000 2023,Gibran makes the current solo Cak Imin seems busy looking for political vehicles SP ID
1620,gibran solo cak imin jakarta mana aja hemit is back,hasanduloh,Cawapres,Mon Dec 25 11:18:12 +0000 2023,Gibran Solo Cak Imin Jakarta Which Dhemit is Back
1621,solo bawah gibran lebih kinclong jakarta bawah cak imin apes deh ocotra101,NawawiAsna39,Cawapres,Mon Dec 25 11:18:12 +0000 2023,Solo Bawah Gibran is more sleek Jakarta under cak imin apes deh Ocotra101
